Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Paras Tierea,"Sector 137, Noida",8500000,7112,"1,195 sqft",2 BHK,Ready To Move,Dealer·3w ago,SKY HIGH REALTORS & PROPERTIES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1195-sq-ft-spid-B80176047,N/A,page_49.html
Grand Ajnara Heritage,"Sector 74, Noida",13500000,10975,"1,230 sqft",2 BHK,Ready To Move,Dealer·1w ago,Sai Build Home,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grand-ajnara-heritage-sector-74-noida-1230-sq-ft-spid-K80585797,N/A,page_49.html
Antriksh Golf View 2,"Sector 78, Noida",8500000,8095,"1,190 sqft",2 BHK,Ready To Move,Dealer·1w ago,shree krishana property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-golf-view-2-sector-78-noida-1190-sq-ft-spid-Z80383133,N/A,page_49.html
County 107,"Sector 107, Noida",135000000,20547,"6,570 sqft",5 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-6570-sq-ft-r1-spid-H79056531,N/A,page_49.html
Ambience Tiverton,"Sector 50, Noida",50000000,15225,"3,284 sqft",4 BHK,Ready To Move,N/A,Luxury Homes,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ambience-tiverton-sector-50-noida-3284-sq-ft-spid-Q80343341,N/A,page_49.html
Paras Tiere,"Sector 137, Noida",6900000,5729,960 sqft,2 BHK,Ready To Move,N/A,clients Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-137-noida-960-sq-ft-r7-spid-Q70592724,N/A,page_5.html
Gulshan Vivante,"Sector 137, Noida",28500000,13013,"2,190 sqft",3 BHK,Ready To Move,Dealer·2d ago,The Home Solutions,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-vivante-sector-137-noida-2190-sq-ft-spid-T79565637,N/A,page_5.html
Exotica Fresco,"Sector 137, Noida",35500000,15604,"2,275 sqft",4 BHK,Ready To Move,N/A,Subah Estate.,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-exotica-fresco-sector-137-noida-2275-sq-ft-spid-G79860453,N/A,page_5.html
Amrapali HeartBeat City,"Sector 107, Noida",18900000,8894,"2,125 sqft",3 BHK,Ready To Move,Dealer·1w ago,PropAssetz.com,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-2125-sq-ft-spid-W80690715,N/A,page_5.html
Supertech Ecociti,"Sector 137, Noida",10000000,9242,"1,082 sqft",2 BHK,Ready To Move,Dealer·1w ago,SONI INFRAHEIGHT PVT LTD,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1082-sq-ft-spid-C80439083,N/A,page_5.html
ACE Parkway,"Sector 150, Noida",50000000,15527,"3,220 sqft",4 BHK,Ready To Move,N/A,Taurus Estate,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-3220-sq-ft-spid-K79651645,N/A,page_5.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_5.html
ACE Parkway,"Sector 150, Noida",18500000,13261,"1,395 sqft",3 BHK,Ready To Move,N/A,Taurus Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1395-sq-ft-spid-O80143773,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",43000000,16380,"2,625 sqft",3 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2625-sq-ft-spid-P80182665,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",25000000,12077,"2,070 sqft",2 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2070-sq-ft-spid-O80182501,N/A,page_5.html
Godrej Nest,"Sector 150, Noida",25000000,12124,"2,062 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-nest-sector-150-noida-2062-sq-ft-spid-V79875803,N/A,page_5.html
Panchsheel Pratishtha,"Sector 75, Noida",20800000,13913,"1,495 sqft",3 BHK,Ready To Move,Dealer·3w ago,Gridowit Realty - Krishan Sidana,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-panchsheel-pratishtha-sector-75-noida-1495-sq-ft-spid-H80281227,N/A,page_5.html
Supertech Emerald Court,"Sector 93 A, Noida",21500000,12285,"1,750 sqft",3 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-emerald-court-sector-93-a-noida-1750-sq-ft-r1-spid-X78004001,N/A,page_5.html
Jaypee Greens Kosmos,"Sector 134, Noida",17500000,9624,"2,130 sqft",4 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-2130-sq-ft-spid-R79571109,N/A,page_5.html
Jaypee Klassic Shaurya,"Sector 134, Noida",23500000,10444,"2,250 sqft",4 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-klassic-shaurya-sector-134-noida-2250-sq-ft-spid-Q80734211,N/A,page_5.html
Paras Tierea,"Sector 137, Noida",7500000,8108,925 sqft,2 BHK,Ready To Move,Dealer·1mo ago,S.K. Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-925-sq-ft-spid-S79606829,N/A,page_5.html
Galaxy North Avenue 2,Noida Extension,7300000,7300,"1,000 sqft",2 BHK,Ready To Move,Dealer·1mo ago,yashika infatech,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-north-avenue-2-noida-extension-noida-1000-sq-ft-spid-Z79688623,N/A,page_5.html
Gulshan Vivante,"Sector 137, Noida",28900000,13196,"2,190 sqft",3 BHK,Ready To Move,Dealer·2d ago,The Home Solutions,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-vivante-sector-137-noida-2190-sq-ft-spid-A79690353,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",43500000,16571,"2,625 sqft",3 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2625-sq-ft-spid-P80182813,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",45500000,15319,"2,970 sqft",3 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2970-sq-ft-r1-spid-J77183087,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",45000000,15151,"2,970 sqft",3 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2970-sq-ft-r1-spid-M77183139,N/A,page_5.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",41600000,13913,"2,990 sqft",3 BHK,Ready To Move,N/A,Mahipal Chaudhary,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2990-sq-ft-spid-T78786963,N/A,page_5.html
Amrapali HeartBeat City,"Sector 107, Noida",15400000,8904,"1,735 sqft",3 BHK,Ready To Move,Dealer·1w ago,PropAssetz.com,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-1735-sq-ft-spid-J80690185,N/A,page_5.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",14500000,11284,"1,285 sqft",3 BHK,Ready To Move,Dealer·1w ago,Guru Ji Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-M80416355,N/A,page_5.html
Jaypee Greens Knights Court,"Sector 128, Noida",29800000,13013,"2,290 sqft",3 BHK,Ready To Move,N/A,Mahipal Chaudhary,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-knights-court-sector-128-noida-2290-sq-ft-r2-spid-R74792369,N/A,page_5.html
Paras Tierea,"Sector 137, Noida",14900000,9359,"1,592 sqft",3 BHK,Ready To Move,N/A,bhavya estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1592-sq-ft-spid-A79477127,N/A,page_5.html
Great Value Sharanam,"Sector 107, Noida",23000000,13964,"1,647 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-great-value-sharanam-sector-107-noida-1647-sq-ft-spid-Q79861645,N/A,page_50.html
Amrapali Zodiac,"Sector 120, Noida",10200000,7698,"1,325 sqft",3 BHK,Ready To Move,Dealer·2w ago,NCR Square Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-zodiac-sector-120-noida-1325-sq-ft-spid-R80118677,N/A,page_50.html
Galaxy Vega,Noida Extension,8700000,7280,"1,195 sqft",2 BHK,Ready To Move,Dealer·1mo ago,mahadev realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-vega-noida-extension-noida-1195-sq-ft-spid-G80006285,N/A,page_50.html
Civitech Sampriti,"Sector 77, Noida",14000000,10218,"1,370 sqft",3 BHK,Ready To Move,Dealer·6d ago,Prop (expert),https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-civitech-sampriti-sector-77-noida-1370-sq-ft-spid-L80768805,N/A,page_50.html
Express Zenith,"Sector 77, Noida",25200000,23295,"1,960 sqft",3 BHK,Ready To Move,Dealer·6d ago,Prop (expert),https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-express-zenith-sector-77-noida-1960-sq-ft-spid-C80767087,N/A,page_50.html
3C Lotus Boulevard,"Sector 100, Noida",25099999,14618,"1,717 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-1717-sq-ft-spid-V79640727,N/A,page_50.html
Elite Golf Greens,"Sector 79, Noida",25000000,15197,"1,645 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Realth,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-elite-golf-greens-sector-79-noida-1645-sq-ft-spid-A79570507,N/A,page_50.html
ATS Pious Hideaways,"Sector 150, Noida",19800000,11820,"1,675 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Trusted Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1675-sq-ft-spid-Y79555967,N/A,page_50.html
Ambience Tiverton,"Sector 50, Noida",38500000,22383,"2,548 sqft",3 BHK,Ready To Move,N/A,Luxury Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambience-tiverton-sector-50-noida-2548-sq-ft-spid-Y80365517,N/A,page_50.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_50.html
Jaypee Klassic Shaurya,"Sector 134, Noida",12000000,8695,"1,380 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-klassic-shaurya-sector-134-noida-1380-sq-ft-spid-Y79771117,N/A,page_50.html
Paramount Floraville,"Sector 137, Noida",17000000,11929,"1,425 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Radhika Infra Realtech,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paramount-floraville-sector-137-noida-1425-sq-ft-spid-P78623389,N/A,page_50.html
Jaypee Aman,"Sector 151, Noida",10000000,6993,"1,430 sqft",3 BHK,Ready To Move,Dealer·5d ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1430-sq-ft-spid-D80786359,N/A,page_50.html
Aims Golf Avenue,"Sector 75, Noida",10300000,10000,"1,035 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Property Home,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-aims-golf-avenue-sector-75-noida-1035-sq-ft-spid-A80195485,N/A,page_50.html
Jaypee Greens Kosmos,"Sector 134, Noida",10100000,7372,"1,370 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1370-sq-ft-spid-G79799775,N/A,page_50.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",13799999,10778,"1,285 sqft",3 BHK,Ready To Move,Dealer·3w ago,RESIDE NETWORK,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-S80341921,N/A,page_50.html
Jaypee Greens Kosmos,"Sector 134, Noida",7800000,7464,"1,045 sqft",2 BHK,Ready To Move,Dealer·1w ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1045-sq-ft-spid-H80507841,N/A,page_50.html
Ambience Tiverton,"Sector 50, Noida",38000000,14913,"2,548 sqft",3 BHK,Ready To Move,N/A,Luxury Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambience-tiverton-sector-50-noida-2548-sq-ft-spid-S80342655,N/A,page_50.html
Jaypee Greens Kosmos,"Sector 134, Noida",7722000,7800,990 sqft,2 BHK,Ready To Move,Dealer·3w ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-990-sq-ft-spid-J79800345,N/A,page_50.html
Jaypee Klassic Shaurya,"Sector 134, Noida",12200000,8840,"1,380 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-klassic-shaurya-sector-134-noida-1380-sq-ft-spid-R79771731,N/A,page_50.html
Maxblis Grand Wellington,"Sector 75, Noida",7450000,12113,615 sqft,1 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-maxblis-grand-wellington-sector-75-noida-615-sq-ft-spid-W79422779,N/A,page_50.html
Maxblis Grand Wellington,"Sector 75, Noida",7300000,11869,615 sqft,1 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-maxblis-grand-wellington-sector-75-noida-615-sq-ft-spid-V79422583,N/A,page_50.html
Great Value Sharanam,"Sector 107, Noida",21500000,13054,"1,647 sqft",3 BHK,Ready To Move,Dealer·3w ago,GSNEGI REALTY AND FINANCE SOLUTIONS,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-great-value-sharanam-sector-107-noida-1647-sq-ft-r2-spid-D77198693,N/A,page_50.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",8700000,7859,"1,107 sqft",2 BHK,Ready To Move,Dealer·2w ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1107-sq-ft-spid-U80440319,N/A,page_50.html
Jaypee Greens Kosmos,"Sector 134, Noida",7490000,7951,942 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-942-sq-ft-spid-C80021269,N/A,page_50.html
Jaypee Greens Kosmos,"Sector 134, Noida",11500000,8502,"1,356 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1356-sq-ft-spid-K80020243,N/A,page_50.html
Jaypee Aman,"Sector 151, Noida",9105000,6759,"1,347 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1347-sq-ft-spid-U79694007,N/A,page_51.html
Jaypee Aman,"Sector 151, Noida",9860000,6899,"1,429 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1429-sq-ft-spid-M79693507,N/A,page_51.html
Jaypee Aman,"Sector 151, Noida",9870000,6906,"1,429 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1429-sq-ft-spid-Y79693623,N/A,page_51.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_51.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13600000,8970,"1,516 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1516-sq-ft-spid-P78835529,N/A,page_51.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13600000,8980,"1,516 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1516-sq-ft-spid-U78836339,N/A,page_51.html
ATS Pristine,"Sector 150, Noida",48500000,15156,"3,200 sqft",4 BHK,Ready To Move,N/A,Peace Homes,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-pristine-sector-150-noida-3200-sq-ft-spid-J80362503,N/A,page_51.html
ATS Pristine,"Sector 150, Noida",35500000,15434,"2,300 sqft",3 BHK,Ready To Move,N/A,Peace Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pristine-sector-150-noida-2300-sq-ft-spid-Q80362223,N/A,page_51.html
Pro Homes,"Sector 49, Noida",6495000,5196,"1,250 sqft",2 BHK,Ready To Move,Dealer·1mo ago,PRO HOMES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-49-noida-1250-sq-ft-spid-W80100185,N/A,page_51.html
ACE Parkway,"Sector 150, Noida",33000000,15068,"2,190 sqft",3 BHK,Ready To Move,N/A,KJ Infra Pvt. Ltd.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-2190-sq-ft-spid-T79866897,N/A,page_51.html
ACE Parkway,"Sector 150, Noida",12500000,11520,"1,085 sqft",2 BHK,Ready To Move,N/A,KJ Infra Pvt. Ltd.,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1085-sq-ft-spid-D79841969,N/A,page_51.html
Supertech Cape Town,"Sector 74, Noida",9500000,8260,"1,150 sqft",2 BHK,Ready To Move,N/A,My Dream Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-B80722327,N/A,page_51.html
Amrapali Silicon City,"Sector 76, Noida",7800000,7536,"1,035 sqft",2 BHK,Ready To Move,Dealer·2w ago,Neelkanth Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1035-sq-ft-spid-P80348719,N/A,page_51.html
Exotica Dreamville,Noida Extension,11000000,8906,"1,235 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Gupta associates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-exotica-dreamville-noida-extension-noida-1235-sq-ft-spid-Q79787895,N/A,page_51.html
Paras Tierea,"Sector 137, Noida",7000000,7567,925 sqft,2 BHK,Ready To Move,Dealer·1w ago,RD ESTATES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-925-sq-ft-spid-C80595105,N/A,page_51.html
Paras Tierea,"Sector 137, Noida",7600000,7916,960 sqft,2 BHK,Ready To Move,Dealer·1w ago,RD ESTATES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-960-sq-ft-spid-V80553649,N/A,page_51.html
Paras Tierea,"Sector 137, Noida",10500000,8300,"1,265 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Ultime india,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1265-sq-ft-spid-F79569619,N/A,page_51.html
Paras Tierea,"Sector 137, Noida",12000000,7594,"1,580 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Ultime india,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1580-sq-ft-spid-H79573011,N/A,page_51.html
ACE Parkway,"Sector 150, Noida",28500000,13013,"2,190 sqft",3 BHK,Ready To Move,Dealer·3d ago,SHAURYA ENTERPRISES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-2190-sq-ft-spid-C80702111,N/A,page_51.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",17600000,11174,"1,575 sqft",3 BHK,Ready To Move,Dealer·1w ago,SHAURYA ENTERPRISES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1575-sq-ft-spid-I80653141,N/A,page_51.html
Amrapali Silicon City,"Sector 76, Noida",23000000,9543,"2,410 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Sonam Prop Mart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-2410-sq-ft-spid-R79724435,N/A,page_51.html
Ajnara Daffodil,"Sector 137, Noida",16800000,11707,"1,435 sqft",3 BHK,Ready To Move,Dealer·3w ago,J k associates group,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ajnara-daffodil-sector-137-noida-1435-sq-ft-spid-R80299791,N/A,page_51.html
Supertech 34 Pavilion,"Sector 34, Noida",14000000,10370,"1,350 sqft",2 BHK,Ready To Move,Dealer·2w ago,Jay Shri Radhe Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-34-pavilion-sector-34-noida-1350-sq-ft-spid-B80523733,N/A,page_51.html
