Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Eureka Park By Tata Value Homes,"Sector 150, Noida",17000000,14773,"1,575 sqft",3 BHK,Ready To Move,Dealer·1mo ago,RESIDE NETWORK,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1575-sq-ft-spid-D79770075,N/A,page_73.html
Pan Oasis,"Sector 70, Noida",17500000,9500,"1,839 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1839-sq-ft-spid-K79798105,N/A,page_73.html
Pan Oasis,"Sector 70, Noida",9900000,9510,"1,041 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1041-sq-ft-spid-Z79794471,N/A,page_73.html
Pan Oasis,"Sector 70, Noida",15900000,9555,"1,664 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1664-sq-ft-spid-P79797781,N/A,page_73.html
Pan Oasis,"Sector 70, Noida",13799999,9543,"1,446 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1446-sq-ft-spid-J79779783,N/A,page_73.html
Godrej Woods,"A Block Sector-43, Noida",30000000,19417,"1,545 sqft",3 BHK,Ready To Move,Dealer·5d ago,Adsun Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-a-block-sector-43-noida-1545-sq-ft-spid-T79730585,N/A,page_73.html
Logix Blossom County,"Sector 137, Noida",32500000,9027,"3,600 sqft",4 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-logix-blossom-county-sector-137-noida-3600-sq-ft-spid-U79893001,N/A,page_74.html
Jaypee Greens Kosmos,"Sector 134, Noida",7300000,7684,950 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Prime Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-L79811797,N/A,page_74.html
Godrej Woods,"Sector 43, Noida",17900000,16999,"1,053 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Adsun Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1053-sq-ft-spid-F79874519,N/A,page_74.html
Skytech Matrott,"Sector 76, Noida",12600000,10961,"1,150 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Pawan BuildHome,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-skytech-matrott-sector-76-noida-1150-sq-ft-spid-L79891935,N/A,page_74.html
Godrej Woods,"Sector 43, Noida",18000000,17094,"1,053 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Adsun Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1053-sq-ft-spid-H79876287,N/A,page_74.html
Godrej Woods,"Sector 43, Noida",19500000,17551,"1,111 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Adsun Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1111-sq-ft-spid-P79876625,N/A,page_74.html
Pan Oasis,"Sector 70, Noida",11100000,9500,"1,172 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Prob Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1172-sq-ft-spid-U79794783,N/A,page_74.html
Ajnara Daffodil,"Sector 137, Noida",21000000,19266,"1,725 sqft",3 BHK,Ready To Move,Dealer·1mo ago,ICONIC PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ajnara-daffodil-sector-137-noida-1725-sq-ft-spid-J78871797,N/A,page_74.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_74.html
Ajnara Daffodil,"Sector 137, Noida",21000000,12173,"1,725 sqft",3 BHK,Ready To Move,Dealer·1mo ago,ICONIC PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ajnara-daffodil-sector-137-noida-1725-sq-ft-r1-spid-V78409345,N/A,page_74.html
ATS Pious Hideaways,"Sector 150, Noida",18000000,11145,"1,615 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Arrow Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1615-sq-ft-spid-E79848599,N/A,page_74.html
Supertech Cape Town,"Sector 74, Noida",17000000,11295,"1,505 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1505-sq-ft-r3-spid-K71389720,N/A,page_74.html
ABA Cleo County,"sector 121, Noida",39000000,19227,"2,070 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-county-sector-121-noida-2070-sq-ft-spid-X79889537,N/A,page_74.html
Ajnara Daffodil,"Sector 137, Noida",15000000,13452,"1,115 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ajnara-daffodil-sector-137-noida-1115-sq-ft-spid-K79887969,N/A,page_74.html
Jaypee Greens Kensington Heights,"Sector 133, Noida",19000000,9047,"2,100 sqft",4 BHK,Ready To Move,Dealer·1mo ago,City Realty Solutions,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-heights-sector-133-noida-2100-sq-ft-spid-B79878627,N/A,page_74.html
Urbtech Hilston,"Sector 79, Noida",15900000,9636,"1,650 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urbtech-hilston-sector-79-noida-1650-sq-ft-spid-Q79878553,N/A,page_74.html
Gaur Sports Wood,"Sector 79, Noida",25500000,13783,"1,850 sqft",3 BHK,Ready To Move,Dealer·1mo ago,HARE KRISHNA PROPERTY,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-sports-wood-sector-79-noida-1850-sq-ft-spid-O79651775,N/A,page_74.html
Jaypee Greens Wish Town Klassic,"Sector 129, Noida",16000000,15355,"1,520 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-wish-town-klassic-sector-129-noida-1520-sq-ft-spid-B79872361,N/A,page_74.html
Jaypee Aman,"Sector 151, Noida",7500000,7894,950 sqft,2 BHK,Ready To Move,Dealer·1mo ago,AR REALTY,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-950-sq-ft-spid-T79865039,N/A,page_74.html
GFC Divine Homes,"Sector 107, Noida",12800000,6666,"2,020 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Himanshu Sharma,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gfc-divine-homes-sector-107-noida-2020-sq-ft-spid-I79829579,N/A,page_74.html
Kosmos Tower 20,"Sector 134, Noida",13500000,9882,"1,366 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-134-noida-1366-sq-ft-spid-C79863773,N/A,page_74.html
Samridhi Luxuriya Avenue,"Sector 150, Noida",20000000,14336,"1,395 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-samridhi-luxuriya-avenue-sector-150-noida-1395-sq-ft-spid-W79863735,N/A,page_74.html
Gulshan Vivante,"Sector 137, Noida",18600000,12952,"1,436 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Star Consultants,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-vivante-sector-137-noida-1436-sq-ft-spid-K79807935,N/A,page_74.html
3C Lotus Panache,"Sector 110, Noida",12000000,9022,"1,330 sqft",2 BHK,Ready To Move,Dealer·1mo ago,7seas realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1330-sq-ft-spid-C79855247,N/A,page_74.html
Jaypee Greens Klassic,"Sector 134, Noida",5700000,8636,660 sqft,1 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-sector-134-noida-660-sq-ft-spid-R79665337,N/A,page_74.html
Jaypee Greens Kosmos,"Sector 134, Noida",7600000,14587,"1,045 sqft",2 BHK,Ready To Move,Dealer·1mo ago,City Realty Solutions,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1045-sq-ft-spid-Y79840877,N/A,page_74.html
Sethi Max Royal,"Sector 76, Noida",12000000,10859,"1,105 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Squire Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sethi-max-royal-sector-76-noida-1105-sq-ft-spid-D79836447,N/A,page_75.html
Jaypee Greens Pavilion Heights,"Sector 128, Noida",23000000,12422,"1,851 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-pavilion-heights-sector-128-noida-1850-sq-ft-spid-U79850353,N/A,page_75.html
Arihant Ambar,Noida Extension,9000000,8662,"1,039 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-arihant-ambar-noida-extension-noida-1039-sq-ft-spid-R79434177,N/A,page_75.html
Jaypee Greens The Pavilion Court,"Sector 128, Noida",18500000,9890,"1,820 sqft",3 BHK,Ready To Move,N/A,Investment Zone,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1820-sq-ft-spid-N79676979,N/A,page_75.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",16500000,10476,"1,575 sqft",3 BHK,Ready To Move,Dealer·1mo ago,RESIDE NETWORK,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1575-sq-ft-spid-R79779155,N/A,page_75.html
Eldeco Live By The Greens,"Sector 150, Noida",10500000,9234,"1,137 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Squire Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-150-noida-1137-sq-ft-spid-S79767899,N/A,page_75.html
Exotica Dreamville,Noida Extension,9500000,9178,"1,035 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-exotica-dreamville-noida-extension-noida-1035-sq-ft-spid-T79844307,N/A,page_75.html
Jaypee Greens Klassic,"Sector 134, Noida",17200000,10373,"1,658 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-sector-134-noida-1658-sq-ft-spid-S79843035,N/A,page_75.html
Golf City,"Sector 75, Noida",9000000,9473,950 sqft,2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-golf-city-sector-75-noida-950-sq-ft-spid-I79831909,N/A,page_75.html
Gulshan Ikebana,"Sector 143, Noida",22500000,15050,"1,495 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-ikebana-sector-143-noida-1495-sq-ft-r6-spid-C70811068,N/A,page_75.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",18900000,12000,"1,575 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Radhika Infra Realtech,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1575-sq-ft-spid-O79806675,N/A,page_75.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",13899999,10817,"1,285 sqft",3 BHK,Ready To Move,Dealer·1mo ago,RESIDE NETWORK,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-H79823541,N/A,page_75.html
Grand Omaxe,"Sector 93 B, Noida",16500000,14864,"1,110 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-grand-omaxe-sector-93-b-noida-1110-sq-ft-spid-M79614841,N/A,page_75.html
Gulshan Botnia,"Sector 144, Noida",13000000,12682,"1,025 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gulshan-botnia-sector-144-noida-1025-sq-ft-spid-T79822663,N/A,page_75.html
Supertech Cape Town,"Sector 74, Noida",14500000,8970,"1,505 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1505-sq-ft-r5-spid-T43946147,N/A,page_75.html
3C Lotus Boulevard,"Sector 100, Noida",22000000,12366,"1,779 sqft",3 BHK,Ready To Move,Dealer·1mo ago,C-One Property Management Pvt. Ltd.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-1779-sq-ft-spid-P79730865,N/A,page_75.html
Wave Amore,"Sector 32, Noida",20900000,12989,"1,609 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Property Mantra India private limited,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wave-amore-sector-32-noida-1609-sq-ft-spid-B79658805,N/A,page_75.html
Gulshan Ikebana,"Sector 143, Noida",15500000,11567,"1,340 sqft",3 BHK,Ready To Move,Dealer·1mo ago,RK Propwell Pvt. Ltd.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-ikebana-sector-143-noida-1340-sq-ft-spid-T79793869,N/A,page_75.html
Wave Amore,"Sector 32, Noida",20000000,12430,"1,609 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Property Mantra India private limited,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wave-amore-sector-32-noida-1609-sq-ft-spid-M79794831,N/A,page_75.html
Jaypee Greens Klassic,"Sector 134, Noida",13000000,8280,"1,570 sqft",3 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-sector-134-noida-1570-sq-ft-spid-J79801287,N/A,page_75.html
3C Lotus Panache,"Sector 110, Noida",19000000,11052,"1,719 sqft",3 BHK,Ready To Move,N/A,ROOF N ROOM REALTECH,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1719-sq-ft-spid-R79682801,N/A,page_75.html
Wave Amore,"Sector 32, Noida",27000000,12289,"2,196 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Noida Properties Hub,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wave-amore-sector-32-noida-2197-sq-ft-spid-F79768867,N/A,page_75.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11299999,10272,"1,100 sqft",2 BHK,Ready To Move,Dealer·1mo ago,RESIDE NETWORK,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-E79666159,N/A,page_75.html
Jaypee Aman,"Sector 151, Noida",9900000,6923,"1,430 sqft",3 BHK,Ready To Move,Dealer·1mo ago,AR REALTY,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1430-sq-ft-spid-E79773813,N/A,page_75.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",8500000,8095,"1,050 sqft",2 BHK,Ready To Move,Dealer·1mo ago,City Realty Solutions,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1050-sq-ft-spid-F79753797,N/A,page_75.html
ATS Pious Hideaways,"Sector 150, Noida",25000000,14925,"1,675 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1675-sq-ft-spid-U79761713,N/A,page_76.html
Amrapali Sapphire,"Sector 45, Noida",37500000,12195,"3,075 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Noida Properties Hub,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-sapphire-sector-45-noida-3075-sq-ft-spid-Z79757449,N/A,page_76.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_76.html
The Golden Palm,"Sector 168, Noida",7500000,15756,476 sqft,1 BHK,Ready To Move,Dealer·1mo ago,STONE N BRICKS PRIVATE LIMITED,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-the-golden-palm-sector-168-noida-476-sq-ft-spid-O79748627,N/A,page_76.html
Earthcon Sanskriti,Noida Extension,15000000,9316,"1,610 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-noida-extension-noida-1610-sq-ft-spid-H79756835,N/A,page_76.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",14000000,8484,"1,650 sqft",3 BHK,Ready To Move,Dealer·1mo ago,City Realty Solutions,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1650-sq-ft-spid-Y79753599,N/A,page_76.html
Amrapali Silicon City,"Sector 76, Noida",24000000,6000,"4,000 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Sonam Prop Mart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-4000-sq-ft-spid-T79728069,N/A,page_76.html
Amrapali Silicon City,"Sector 76, Noida",25000000,5555,"4,500 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Sonam Prop Mart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-4500-sq-ft-spid-H79727683,N/A,page_76.html
Jaypee Greens Kosmos,"Sector 134, Noida",7200000,7578,950 sqft,2 BHK,Ready To Move,Dealer·1mo ago,AMK Elite Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-R79749745,N/A,page_76.html
Jaypee Aman,"Sector 151, Noida",8000000,8611,929 sqft,2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-929-sq-ft-spid-V79743415,N/A,page_76.html
3C Lotus Zing,"Sector 168, Noida",12500000,8674,"1,441 sqft",3 BHK,Ready To Move,Dealer·2w ago,Space Heights,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-zing-sector-168-noida-1441-sq-ft-spid-U79293677,N/A,page_76.html
Parx Laureate,"Sector 108, Noida",59900000,14993,"3,995 sqft",4 BHK,Ready To Move,Dealer·1mo ago,PROPERTY HOUSE,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parx-laureate-sector-108-noida-3995-sq-ft-spid-G79697541,N/A,page_76.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11500000,10454,"1,100 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Shri Shyam Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-R79727863,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",43500000,19477,"2,259 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Midtown Realty Planners,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2259-sq-ft-spid-Z78440091,N/A,page_76.html
Wave Amore,"Sector 32, Noida",31000000,14110,"2,196 sqft",3 BHK,Ready To Move,Dealer·1mo ago,GSNEGI REALTY AND FINANCE SOLUTIONS,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wave-amore-sector-32-noida-2197-sq-ft-r1-spid-B78554769,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",30500000,19741,"1,545 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Midtown Realty Planners,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-V79723175,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",43000000,18636,"2,259 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Midtown Realty Planners,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2259-sq-ft-spid-M78378269,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",29900000,19352,"1,545 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Midtown Realty Planners,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1545-sq-ft-spid-C79609013,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",29900000,19606,"1,525 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Midtown Realty Planners,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1525-sq-ft-spid-V78443101,N/A,page_76.html
Jaypee Aman,"Sector 151, Noida",7000000,7345,953 sqft,2 BHK,Ready To Move,Dealer·1mo ago,infratech high vision,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-J79705187,N/A,page_76.html
Godrej Woods,"Sector 43, Noida",32000000,29533,"1,525 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1525-sq-ft-spid-N79722085,N/A,page_76.html
Jaypee Aman,"Sector 151, Noida",9850000,6888,"1,430 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1430-sq-ft-spid-Z79693335,N/A,page_76.html
Jaypee Greens Kosmos,"Sector 134, Noida",7600000,7400,"1,027 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Individual consultant,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1027-sq-ft-spid-V79699445,N/A,page_76.html
Jaypee Aman,"Sector 151, Noida",9600000,7164,"1,440 sqft",3 BHK,Ready To Move,Dealer·1w ago,individual consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1440-sq-ft-spid-P79506087,N/A,page_76.html
Jaypee Greens Kosmos,"Sector 134, Noida",7600000,8000,950 sqft,2 BHK,Ready To Move,Dealer·3w ago,Riddhi Housing Services,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-M79712517,N/A,page_76.html
Jaypee Greens Kosmos,"Sector 134, Noida",10000000,7246,"1,380 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1380-sq-ft-spid-G79027227,N/A,page_76.html
Jaypee Greens Kosmos,"Sector 134, Noida",7100000,7473,950 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Homes Realtors,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-950-sq-ft-spid-H79024667,N/A,page_77.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_77.html
Jaypee Augusta Town Homes,"Sector 128, Noida",92500000,19473,"4,750 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Bhatia Brothers,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-augusta-town-homes-sector-128-noida-4750-sq-ft-r16-spid-W55403722,N/A,page_77.html
Parx Laureate,"Sector 108, Noida",73900000,15172,"4,874 sqft",4 BHK,Ready To Move,Dealer·1mo ago,PROPERTY HOUSE,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parx-laureate-sector-108-noida-4874-sq-ft-spid-G79662279,N/A,page_77.html
Jaypee Greens Klassic,"Sector 134, Noida",5700000,8864,643 sqft,1 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-klassic-sector-134-noida-643-sq-ft-spid-E79691587,N/A,page_77.html
Antriksh Forest,"Sector 77, Noida",15500000,8315,"1,870 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Pawan BuildHome,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-forest-sector-77-noida-1870-sq-ft-spid-F79690857,N/A,page_77.html
Jaypee Aman,"Sector 151, Noida",8900000,7177,"1,340 sqft",3 BHK,Ready To Move,Dealer·1w ago,individual consultant,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1340-sq-ft-spid-I79505971,N/A,page_77.html
Aims Golf Avenue 2,"Sector 75, Noida",9700000,9748,995 sqft,2 BHK,Ready To Move,Dealer·1mo ago,citi homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-aims-golf-avenue-2-sector-75-noida-995-sq-ft-spid-T79688427,N/A,page_77.html
Jaypee Aman,"Sector 151, Noida",6920000,7261,953 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-K79694607,N/A,page_77.html
Jaypee Aman,"Sector 151, Noida",9110000,6763,"1,347 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-1347-sq-ft-spid-P79694129,N/A,page_77.html
Jaypee Aman,"Sector 151, Noida",6915000,7256,953 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-B79694531,N/A,page_77.html
